Food_Name,Category_ID,Raw_Weight_g,Cooking_Method,Fat_Added_tbsp,Raw_Calories,Raw_Fat_g,Target_Final_Weight_g,Target_Final_Calories
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",10,100,Roast,2,255,0,112.4,464.8
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",10,100,Fry,2,231,0,107.9,473.9
"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",10,100,Boil,0,254,0,109.9,268
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",10,100,Boil,0,242,0,105.8,244.2
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",10,100,Boil,0,209,0,108.7,179.4
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",10,100,Roast,1,231,0,92.4,342.8
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",10,100,Roast,2,127,0,108.4,412.1
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",10,100,Fry,2,261,0,111.9,524
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",10,100,Boil,0,222,0,102,207.4
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",10,100,Boil,0,248,0,106.3,209.9
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",10,100,Boil,0,136,0,100.2,136.7
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",10,100,Fry,1,234,0,103.5,357.3
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",10,100,Roast,2,222,0,112.7,422.1
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",10,100,Fry,1,230,0,98.4,354.1
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",10,100,Boil,0,129,0,104.9,131.1
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",10,100,Fry,0,195,0,85.9,187.9
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",10,100,Fry,0,155,0,82.5,159.7
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",10,100,Roast,1,200,0,94.8,337.7
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",10,100,Roast,0,196,0,78,178
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",10,100,Boil,0,192,0,105.4,171
"Pork, fresh, shoulder, whole, separable lean and fat, raw",10,100,Roast,2,236,0,105.2,519.4
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",10,100,Boil,0,292,0,106.1,304.1
"Pork, fresh, shoulder, whole, separable lean only, raw",10,100,Fry,2,148,0,118,380.3
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",10,100,Fry,1,230,0,101.6,360.3
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",10,100,Boil,0,194,0,107.2,206.2
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",10,100,Fry,0,228,0,83.9,208.2
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",10,100,Roast,0,186,0,78.7,178.1
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",10,100,Boil,0,267,0,108.2,260.5
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",10,100,Fry,2,259,0,118.6,535.3
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",10,100,Boil,0,232,0,106.7,200.2
"Pork, fresh, spareribs, separable lean and fat, raw",10,100,Roast,1,277,0,93.3,401.9
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",10,100,Roast,1,397,0,91.6,552.5
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",10,100,Boil,0,201,0,102.5,196.9
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",10,100,Fry,0,233,0,85.9,215.2
"Pork, fresh, variety meats and by-products, ears, frozen, raw",10,100,Boil,0,234,0,106.6,212.4
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",10,100,Roast,1,166,0,96.9,284.6
"Pork, fresh, variety meats and by-products, feet, raw",10,100,Boil,0,212,0,103.3,206.8
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",10,100,Roast,0,151,0,76.2,147
"Pork, fresh, variety meats and by-products, leaf fat, raw",10,100,Boil,0,857,0,108.4,815.6
"Pork, fresh, variety meats and by-products, liver, raw",10,100,Boil,0,134,0,102.5,142
"Pork, fresh, variety meats and by-products, liver, cooked, braised",10,100,Roast,1,165,0,97.5,275.2
"Pork, fresh, variety meats and by-products, lungs, raw",10,100,Roast,0,85,0,76.4,81.2
"Pork, fresh, variety meats and by-products, spleen, raw",10,100,Fry,2,100,0,111.7,380.9
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",10,100,Roast,1,149,0,96.6,280.4
"Pork, fresh, variety meats and by-products, stomach, raw",10,100,Boil,0,159,0,105.1,136.2
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",10,100,Fry,1,222,0,103.4,314.3
"Canadian bacon, unprepared",10,100,Roast,2,110,0,113.1,340.4
"Pork, cured, feet, pickled",10,100,Boil,0,140,0,102.6,123.8
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",10,100,Roast,0,145,0,76.5,151.5
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",10,100,Fry,0,178,0,82.8,182.1
"Pork, cured, ham, patties, unheated",10,100,Boil,0,315,0,102.2,275.7
"Pork, cured, ham, steak, boneless, extra lean, unheated",10,100,Fry,2,122,0,118.2,378.5
"Pork, cured, ham, whole, separable lean and fat, unheated",10,100,Roast,1,246,0,93.4,396.7
"Pork, cured, ham, whole, separable lean only, unheated",10,100,Fry,1,147,0,96.6,242.4
"Pork, cured, separable fat (from ham and arm picnic), unheated",10,100,Boil,0,579,0,110.1,518.8
"Pork, cured, separable fat (from ham and arm picnic), roasted",10,100,Fry,1,591,0,96.8,720.3
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",10,100,Roast,0,280,0,80.1,254.4
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",10,100,Fry,1,170,0,101,318.1
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",10,100,Boil,0,396,0,102.1,349.8
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",10,100,Fry,1,195,0,96.1,284.3
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",10,100,Roast,0,211,0,80.3,189.4
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",10,100,Fry,0,256,0,85.3,239.3
"Pork, cured, ham, extra lean and regular, canned, unheated",10,100,Boil,0,144,0,103.6,138.3
"Pork, cured, ham, extra lean and regular, canned, roasted",10,100,Roast,2,167,0,111.6,398.7
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",10,100,Fry,2,196,0,112.5,387
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",10,100,Fry,1,216,0,103.8,338.8
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",10,100,Boil,0,211,0,106.9,202.1
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",10,100,Roast,2,255,0,107.4,505
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",10,100,Fry,2,260,0,116.4,526.8
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",10,100,Fry,2,273,0,112.6,548.7
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",10,100,Boil,0,224,0,106.9,218.3
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",10,100,Boil,0,214,0,105.6,222.9
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",10,100,Boil,0,189,0,100.9,185.8
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",10,100,Fry,0,273,0,89.2,289.1
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",10,100,Boil,0,359,0,109.4,318.4
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",10,100,Boil,0,171,0,108.1,168.6
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",10,100,Roast,1,170,0,98,288.5
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",10,100,Roast,0,192,0,82.8,171.9
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",10,100,Boil,0,121,0,108.6,121.2
"Pork, fresh, ground, raw",10,100,Roast,0,263,0,83,231
"Pork, fresh, ground, cooked",10,100,Boil,0,297,0,100,310.7
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",10,100,Roast,2,201,0,111.1,446.4
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",10,100,Boil,0,147,0,106.8,149.5
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",10,100,Fry,0,235,0,83.2,197.4
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",10,100,Boil,0,144,0,107.4,125.9
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",10,100,Fry,2,211,0,113.4,410.1
"HORMEL, Cure 81 Ham",10,100,Roast,1,106,0,95.2,245.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",10,100,Boil,0,119,0,107.1,122.5
HORMEL Canadian Style Bacon,10,100,Fry,1,122,0,102.5,248
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",10,100,Fry,2,169,0,109.8,457.1
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",10,100,Boil,0,190,0,103.3,183.6
"Pork, cured, bacon, cooked, baked",10,100,Roast,1,548,0,98.6,713.8
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",10,100,Fry,0,121,0,81.5,115.3
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",10,100,Boil,0,95,0,105.7,91.8
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",10,100,Roast,2,128,0,112.1,393.7
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",10,100,Fry,2,131,0,112.2,401.8
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",10,100,Roast,2,137,0,105.2,419.1
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",10,100,Fry,0,145,0,85.8,149.6
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",18,100,Microwave,0,293,0,90.5,249.2
"Heinz, Weight Watcher, Chocolate Eclair, frozen",18,100,Microwave,0,241,0,93.5,222.7
"Interstate Brands Corp, Wonder Hamburger Rolls",18,100,Roast,2,273,0,104.8,540.4
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",18,100,Microwave,0,305,0,97,273.1
"Crackers, cheese, sandwich-type with cheese filling",18,100,Roast,0,490,0,77.6,498.3
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",18,100,Microwave,0,239,0,90.7,235.5
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",18,100,Roast,0,385,0,78.3,388
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",18,100,Microwave,0,409,0,91,368.5
"Muffin, blueberry, commercially prepared, low-fat",18,100,Roast,0,255,0,77.7,240.1
"Pie crust, refrigerated, regular, baked",18,100,Roast,0,506,0,83,456.1
"Pie crust, deep dish, frozen, baked, made with enriched flour",18,100,Microwave,0,521,0,94.8,499.6
"Pie crust, refrigerated, regular, unbaked",18,100,Roast,2,445,0,112.2,671.2
"Crackers, whole-wheat, reduced fat",18,100,Roast,1,416,0,96.1,542.9
"Crackers, wheat, reduced fat",18,100,Microwave,0,444,0,97.8,468
"Bread, pan dulce, sweet yeast bread",18,100,Microwave,0,367,0,94.8,329.4
"Keikitos (muffins), Latino bakery item",18,100,Roast,0,467,0,79.6,480.9
"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",18,100,Microwave,0,418,0,92.2,388.1
"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",18,100,Microwave,0,445,0,97.2,424.1
"Garlic bread, frozen",18,100,Roast,1,350,0,97,441.2
"Cinnamon buns, frosted (includes honey buns)",18,100,Microwave,0,452,0,94.9,400.5
"Crackers, cheese, reduced fat",18,100,Roast,2,418,0,111.4,714.3
"Crackers, saltines, whole wheat (includes multi-grain)",18,100,Microwave,0,398,0,92.1,344
"Bread, potato",18,100,Microwave,0,266,0,90.5,229.2
"Bread, cheese",18,100,Roast,0,408,0,83.3,411.2
"Focaccia, Italian flatbread, plain",18,100,Microwave,0,249,0,96.5,218.8
"SCHIFF,TIGER'S MILK BAR",19,100,Boil,0,387,0,100.8,405.9
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",19,100,Steam,0,489,0,104.1,518
"Snacks, corn-based, extruded, onion-flavor",23,100,Fry,1,499,0,100.2,606.4
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",23,100,Steam,0,567,0,97.3,513.8
"Snacks, KRAFT, CORNNUTS, plain",23,100,Fry,2,446,0,115.6,738.9
"Snacks, crisped rice bar, chocolate chip",23,100,Fry,0,404,0,85.3,402
"Snacks, granola bars, hard, chocolate chip",23,100,Fry,2,438,0,108.2,681.7
Fruit syrup,19,100,Fry,2,341,0,116.4,622.7
"Snacks, granola bars, soft, uncoated, plain",23,100,Roast,1,443,0,93.4,606.7
"Snacks, granola bars, soft, uncoated, peanut butter",23,100,Steam,0,426,0,104.3,410.4
"Topping, SMUCKER'S MAGIC SHELL",19,100,Boil,0,609,0,100.2,526.6
"Syrup, fruit flavored",19,100,Steam,0,261,0,100.9,248.4
"Snacks, oriental mix, rice-based",23,100,Fry,2,506,0,116,816.7
"Snacks, popcorn, air-popped",23,100,Boil,0,387,0,99.9,399.8
"Snacks, popcorn, cheese-flavor",23,100,Boil,0,526,0,108.7,519.5
"Snacks, pork skins, plain",23,100,Roast,1,544,0,93.6,648.1
"Snacks, potato chips, barbecue-flavor",23,100,Steam,0,487,0,101.4,418.3
"Snacks, potato chips, sour-cream-and-onion-flavor",23,100,Fry,0,531,0,88,479.5
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",23,100,Roast,1,463,0,96.4,562.3
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",23,100,Boil,0,362,0,103.7,308.1
"Snacks, rice cracker brown rice, plain",23,100,Boil,0,387,0,102.3,324.8
"Snacks, rice cakes, brown rice, buckwheat",23,100,Fry,1,380,0,99.8,479
"Snacks, trail mix, tropical",23,100,Boil,0,442,0,105.4,425.2
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",23,100,Roast,0,484,0,79.7,409.3
"Snacks, tortilla chips, taco-flavor",23,100,Steam,0,480,0,101.5,408.9
"Candies, TOOTSIE ROLL, chocolate-flavor roll",19,100,Fry,2,387,0,116.3,632.7
"Candies, butterscotch",19,100,Fry,2,391,0,110.9,647.7
"Candies, carob, unsweetened",19,100,Fry,0,540,0,84.1,479.4
"Candies, caramels",19,100,Boil,0,382,0,102.7,383.7
"Candies, CARAMELLO Candy Bar",19,100,Steam,0,462,0,99.7,403.7
"Candies, semisweet chocolate",19,100,Fry,2,480,0,114.1,629.5
"Candies, sweet chocolate",19,100,Boil,0,507,0,101.1,460
"Candies, sweet chocolate coated fondant",19,100,Steam,0,366,0,99.4,347.4
"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",19,100,Roast,1,569,0,97.7,723.1
"Candies, confectioner's coating, butterscotch",19,100,Roast,0,539,0,76,474.7
"Ice creams, french vanilla, soft-serve",19,100,Steam,0,222,0,100.4,196.7
"Candies, YORK Peppermint Pattie",19,100,Steam,0,384,0,96,380.4
"Candies, TWIZZLERS NIBS CHERRY BITS",19,100,Steam,0,347,0,96.1,310.8
"Candies, SYMPHONY Milk Chocolate Bar",19,100,Steam,0,531,0,100.6,485
"Candies, 5TH AVENUE Candy Bar",19,100,Boil,0,482,0,101.1,410.1
"Candies, fondant, prepared-from-recipe",19,100,Roast,0,373,0,83.3,389.9
"Candies, fudge, chocolate, prepared-from-recipe",19,100,Fry,1,410,0,100.5,498.8
"Candies, fudge, chocolate, with nuts, prepared-from-recipe",19,100,Roast,1,460,0,90.2,588.8
"Candies, gumdrops, starch jelly pieces",19,100,Steam,0,396,0,102.9,397.6
"Candies, hard",19,100,Boil,0,394,0,104.8,390.8
"Candies, jellybeans",19,100,Fry,1,375,0,100.4,513
"Candies, KIT KAT Wafer Bar",19,100,Boil,0,518,0,101.4,452.8
"Candies, KRACKEL Chocolate Bar",19,100,Fry,1,523,0,103.2,574.4
"Candies, MARS SNACKFOOD US, MARS Almond Bar",19,100,Boil,0,467,0,105.8,420.3
"Candies, marshmallows",19,100,Steam,0,318,0,102.9,332.1
"Candies, halavah, plain",19,100,Boil,0,469,0,101.4,466.5
"Candies, NESTLE, OH HENRY! Bar",19,100,Roast,1,462,0,95.1,573.5
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",19,100,Roast,2,105,0,107,365.5
"Baking chocolate, mexican, squares",19,100,Boil,0,426,0,108.5,427.5
Chocolate-flavored hazelnut spread,19,100,Boil,0,539,0,109,521.6
"Candies, milk chocolate coated peanuts",19,100,Roast,2,519,0,107.1,738.2
"Glutino, Gluten Free Wafers, Lemon Flavored",18,100,Microwave,0,515,0,95,502.3
"Glutino, Gluten Free Wafers, Milk Chocolate",18,100,Roast,0,541,0,77.9,464.9
"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",18,100,Roast,1,446,0,94,608.7
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",18,100,Microwave,0,457,0,95.9,407
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",18,100,Roast,0,458,0,77.5,456.5
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",18,100,Roast,1,499,0,97.2,622.7
"Schar, Gluten-Free, Classic White Rolls",18,100,Microwave,0,239,0,95.3,244
"Schar, Gluten-Free, Wheat-Free, Classic White Bread",18,100,Roast,0,240,0,82.4,243.9
"Udi's, Gluten Free, Classic French Dinner Rolls",18,100,Roast,2,310,0,103.2,519.9
"Van's, Gluten Free, Totally Original Waffles",18,100,Microwave,0,248,0,93.4,253.5
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",18,100,Microwave,0,471,0,95.1,404.2
"Bread, multi-grain (includes whole-grain)",18,100,Roast,0,265,0,78.7,270.3
"Cookies, animal crackers (includes arrowroot, tea biscuits)",18,100,Microwave,0,446,0,97.7,383.4
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",11,100,Fry,0,209,0,82.5,198.9
"Sweet Potato puffs, frozen, unprepared",11,100,Roast,1,161,0,93.9,291
"Mouse nuts, roots (Alaska Native)",24,100,Fry,2,81,0,109.8,301.4
"Mouse nuts, seedlings (Alaska Native)",24,100,Steam,0,104,0,97.3,105.4
Octopus (Alaska Native),24,100,Fry,0,56,0,80.9,59
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",24,100,Roast,2,351,0,104.8,618.2
"Fish, pike, northern, liver (Alaska Native)",24,100,Boil,0,156,0,108.4,160.4
"Rhubarb, wild, leaves (Alaska Native)",24,100,Boil,0,61,0,101.3,63.3
"Fish, salmon, tipnuk, fermented (Alaska Native)",24,100,Steam,0,159,0,99.8,140.3
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",24,100,Boil,0,266,0,109.6,259.7
"Seal, ringed, meat (Alaska Native)",24,100,Boil,0,142,0,106.4,120
"Seal, ringed, liver (Alaska Native)",24,100,Boil,0,116,0,109.7,99.6
"Soup, fish, homemade (Alaska Native)",24,100,Roast,0,72,0,81.1,68.9
"Sourdock, young leaves (Alaska Native)",24,100,Boil,0,42,0,107.9,42.7
"Walrus, meat, raw (Alaska Native)",24,100,Roast,2,199,0,112.9,395.7
"Walrus, meat and subcutaneous fat raw (Alaska Native)",24,100,Roast,1,282,0,89.9,376.4
"Walrus, liver, raw (Alaska Native)",24,100,Boil,0,125,0,109.5,126.9
"Oil, walrus (Alaska Native)",24,100,Steam,0,900,0,100.6,786.4
"Fish, whitefish, mixed species, raw (Alaska Native)",24,100,Steam,0,131,0,99.3,137
"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",24,100,Roast,1,107,0,94.2,203.7
"Willow, leaves in oil (Alaska Native)",24,100,Steam,0,592,0,102.8,496.7
"Willow, young leaves, chopped (Alaska Native)",24,100,Steam,0,122,0,96.2,115.8
"Corn, white, steamed (Navajo)",24,100,Boil,0,386,0,107.5,335.3
"Cornmeal, white (Navajo)",24,100,Steam,0,398,0,95.8,385.6
"Cornmeal, yellow (Navajo)",24,100,Roast,1,384,0,93.1,445.1
"Squash, Indian, raw (Navajo)",24,100,Fry,0,26,0,84.7,25.3
"Tortilla, includes plain and from mutton sandwich (Navajo)",24,100,Roast,2,237,0,110.5,426.7
"Stew, dumpling with mutton (Navajo)",24,100,Roast,0,101,0,83.9,102.6
"Stew, hominy with mutton (Navajo)",24,100,Fry,2,83,0,115.4,351.5
"Stew, mutton, corn, squash (Navajo)",24,100,Fry,2,103,0,111.9,313.3
"Fish, salmon, sockeye (red), raw (Alaska Native)",24,100,Roast,0,153,0,82.8,141.4
"Fish, Salmon, Chum, raw (Alaska Native)",24,100,Roast,2,116,0,110.5,328.4
"Fish, salmon, king (chinook), raw (Alaska Native)",24,100,Boil,0,187,0,106.6,165.1
"Salmonberries, raw (Alaska Native)",24,100,Roast,0,47,0,80.9,40.1
"Caribou, shoulder meat, dried (Alaska Native)",24,100,Fry,2,271,0,109.6,564.7
"Caribou, hind quarter meat, raw (Alaska Native)",24,100,Boil,0,122,0,107.6,122.8
"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",24,100,Steam,0,367,0,99.5,376.2
"Fish, whitefish, dried (Alaska Native)",24,100,Fry,1,371,0,96.5,494.3
"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",24,100,Fry,2,186,0,109.7,396.9
"Fish, salmon, chum, dried (Alaska Native)",24,100,Boil,0,378,0,101.4,340.7
"Elk, free range, ground, cooked patties (Shoshone Bannock)",24,100,Boil,0,143,0,101.1,139.7
